,actions,assets,dates
28402,1,NXST,2014-11-07
28403,-1,PGNX,2014-11-07
28404,0,FCBC,2014-11-07
28405,-1,WSTG,2014-11-07
28406,0,FFNW,2014-11-07
28407,0,FBNK,2014-11-07
28408,0,AMRK,2014-11-07
28409,1,ANAT,2014-11-07
28410,-1,LPSN,2014-11-07
28411,1,MOSY,2014-11-07
28412,-1,UEIC,2014-11-07
28413,0,SRCL,2014-11-07
28414,0,BLK,2014-11-07
28415,-1,ECYT,2014-11-07
28416,-1,SALM,2014-11-07
28417,1,PRFT,2014-11-07
28418,1,INWK,2014-11-07
28419,0,GBLI,2014-11-07
28420,1,CPSI,2014-11-07
28421,-1,ACXM,2014-11-07
28422,0,NFBK,2014-11-07
28423,-1,ARTNA,2014-11-07
28424,0,PEBK,2014-11-07
28425,0,FIBK,2014-11-07
28426,-1,OPK,2014-11-07
28427,-1,INOD,2014-11-07
28428,1,ECOL,2014-11-07
28429,0,TMK,2014-11-07
28430,-1,FIVN,2014-11-07
28431,0,MBWM,2014-11-07
28432,0,BMTC,2014-11-07
28433,1,LABL,2014-11-07
28434,-1,AIQ,2014-11-07
28435,-1,CCOI,2014-11-07
28436,0,BDGE,2014-11-07
28437,-1,AGIO,2014-11-07
28438,-1,NKTR,2014-11-07
28439,0,FLWS,2014-11-07
28440,0,FCX,2014-11-07
28441,-1,PATK,2014-11-07
28442,0,IPGP,2014-11-07
28443,1,AFAM,2014-11-07
28444,0,DLR,2014-11-07
28445,-1,FRBK,2014-11-07
28446,0,SIVB,2014-11-07
28447,-1,ULTI,2014-11-07
28448,-1,IMPV,2014-11-07
28449,0,ICFI,2014-11-07
28450,0,RPXC,2014-11-07
28451,0,TBNK,2014-11-07
28452,1,IPAS,2014-11-07
28453,0,HUM,2014-11-07
28454,-1,MDCO,2014-11-07
28455,-1,SHOR,2014-11-07
28456,-1,ARAY,2014-11-07
28457,-1,TXRH,2014-11-07
28458,1,NAVG,2014-11-07
28459,0,RBCAA,2014-11-07
28460,-1,CPIX,2014-11-07
28461,-1,CSII,2014-11-07
28462,-1,TTS,2014-11-07
28463,-1,AMAG,2014-11-07
28464,-1,RRGB,2014-11-07
28465,-1,PCTY,2014-11-07
28466,0,MSFG,2014-11-07
28467,-1,AMRS,2014-11-07
28468,1,CCI,2014-11-07
28469,0,WOOF,2014-11-07
28470,1,TDC,2014-11-07
28471,0,FITB,2014-11-07
28472,-1,NMIH,2014-11-07
28473,-1,LINC,2014-11-07
28474,0,BXP,2014-11-07
28475,0,TCBK,2014-11-07
28476,0,HBCP,2014-11-07
28477,0,STI,2014-11-07
28478,0,ORLY,2014-11-07
28479,-1,TACT,2014-11-07
28480,0,GABC,2014-11-07
28481,0,CWBC,2014-11-07
28482,0,CTBI,2014-11-07
28483,-1,EPAY,2014-11-07
28484,0,ORIT,2014-11-07
28485,-1,ACET,2014-11-07
28486,0,BOCH,2014-11-07
28487,1,MDSO,2014-11-07
28488,1,JMBA,2014-11-07
28489,0,FIS,2014-11-07
28490,-1,SOHU,2014-11-07
28491,0,FMBH,2014-11-07
28492,-1,QUMU,2014-11-10
28493,1,LCUT,2014-11-10
28494,0,SVVC,2014-11-10
28495,0,LKFN,2014-11-10
28496,0,AGII,2014-11-10
28497,0,PRAA,2014-11-10
28498,0,FBNC,2014-11-10
28499,-1,RDUS,2014-11-10
28500,-1,GSIT,2014-11-10
28501,-1,TA,2014-11-10
28502,1,PDLI,2014-11-10
28503,0,KRNY,2014-11-10
28504,1,ROKA,2014-11-10
28505,1,LH,2014-11-10
28506,-1,JAKK,2014-11-10
28507,-1,NSTG,2014-11-10
28508,-1,KPTI,2014-11-10
28509,-1,PTX,2014-11-10
28510,0,ZTS,2014-11-10
28511,0,SLG,2014-11-10
28512,1,CUI,2014-11-10
28513,-1,MNKD,2014-11-10
28514,-1,ELON,2014-11-10
28515,0,MRCC,2014-11-10
28516,-1,WIFI,2014-11-10
28517,-1,RARE,2014-11-10
28518,0,JNPR,2014-11-10
28519,-1,MACK,2014-11-10
28520,-1,TTPH,2014-11-10
28521,-1,HALO,2014-11-10
28522,-1,AKBA,2014-11-10
28523,0,PGC,2014-11-10
28524,0,WHF,2014-11-10
28525,-1,ALSK,2014-11-10
28526,-1,XNCR,2014-11-10
28527,1,STRL,2014-11-10
28528,1,SBGI,2014-11-10
28529,-1,PACW,2014-11-10
28530,1,FNHC,2014-11-10
28531,-1,PNK,2014-11-10
28532,0,MFSF,2014-11-10
28533,1,LYTS,2014-11-10
28534,-1,ANIP,2014-11-10
28535,-1,CEVA,2014-11-10
28536,-1,NSSC,2014-11-10
28537,-1,SCLN,2014-11-10
28538,1,ESPR,2014-11-10
28539,0,BCPC,2014-11-10
28540,-1,KNDI,2014-11-10
28541,1,TTMI,2014-11-10
28542,0,IBKC,2014-11-10
28543,0,SBCF,2014-11-10
28544,1,FARM,2014-11-10
28545,-1,SMBC,2014-11-10
28546,0,LMNX,2014-11-10
28547,-1,EHTH,2014-11-10
28548,-1,SGYP,2014-11-10
28549,0,MRK,2014-11-10
28550,1,TBBK,2014-11-10
28551,1,ABCO,2014-11-10
28552,0,KVHI,2014-11-10
28553,0,SONA,2014-11-10
28554,-1,GNTX,2014-11-10
28555,-1,WRLD,2014-11-10
28556,-1,AMRI,2014-11-10
28557,0,BWINB,2014-11-10
28558,0,UCBI,2014-11-10
28559,-1,DSPG,2014-11-10
28560,0,PWOD,2014-11-10
28561,-1,UNAM,2014-11-10
28562,-1,CHRW,2014-11-10
28563,-1,PKOH,2014-11-10
28564,-1,ACRX,2014-11-10
28565,0,SFNC,2014-11-10
28566,-1,OREX,2014-11-10
28567,-1,AKAO,2014-11-10
28568,0,HFBC,2014-11-10
28569,-1,CRIS,2014-11-10
28570,1,FNGN,2014-11-10
28571,0,UNH,2014-11-10
28572,0,AMNB,2014-11-10
28573,-1,MHLD,2014-11-10
28574,-1,LLNW,2014-11-10
28575,-1,MCHX,2014-11-10
28576,1,LBAI,2014-11-10
28577,-1,VRNS,2014-11-10
28578,0,NBTB,2014-11-10
28579,-1,ACAD,2014-11-10
28580,-1,CFFI,2014-11-10
28581,-1,ABMD,2014-11-10
28582,0,BPOP,2014-11-10
28583,1,GAIA,2014-11-10
28584,0,CIZN,2014-11-10
28585,0,SCG,2014-11-10
28586,0,ICUI,2014-11-10
28587,0,GSBC,2014-11-10
28588,0,MBFI,2014-11-10
28589,-1,OVAS,2014-11-10
28590,-1,RP,2014-11-10
28591,-1,AKAM,2014-11-10
28592,-1,HMSY,2014-11-10
28593,-1,RIG,2014-11-10
28594,0,PICO,2014-11-10
28595,0,ESGR,2014-11-10
28596,-1,HTLD,2014-11-10
28597,-1,RMTI,2014-11-10
28598,-1,INFI,2014-11-10
28599,0,BNCN,2014-11-10
28600,0,OTTR,2014-11-10
28601,0,IBOC,2014-11-10
28602,0,OMCL,2014-11-10
28603,0,HTBI,2014-11-10
28604,-1,RTK,2014-11-10
28605,-1,WBMD,2014-11-10
28606,0,JCOM,2014-11-10
28607,1,IPAR,2014-11-10
28608,0,AFH,2014-11-10
28609,-1,ATNI,2014-11-10
28610,0,ANCX,2014-11-10
28611,0,UCFC,2014-11-10
28612,0,SCG,2014-11-10
28613,0,STT,2014-11-10
28614,-1,CLUB,2014-11-10
28615,1,ORBC,2014-11-10
28616,1,TRNS,2014-11-10
28617,-1,NLNK,2014-11-10
28618,0,CBG,2014-11-10
28619,0,CVBF,2014-11-10
28620,0,PROV,2014-11-10
28621,-1,ASCMA,2014-11-10
28622,-1,CPTA,2014-11-10
28623,1,BELFB,2014-11-10
28624,1,IBKR,2014-11-10
28625,-1,PRCP,2014-11-10
28626,0,MCHP,2014-11-10
28627,-1,ABAX,2014-11-10
28628,0,PBCT,2014-11-10
28629,-1,ERII,2014-11-10
28630,-1,GOGO,2014-11-10
28631,0,LARK,2014-11-10
28632,-1,PTLA,2014-11-10
28633,1,STLD,2014-11-10
28634,0,T,2014-11-10
28635,-1,OMER,2014-11-10
28636,1,NNBR,2014-11-10
28637,-1,NYNY,2014-11-10
28638,0,RNST,2014-11-10
28639,0,PVTB,2014-11-10
28640,1,SPPI,2014-11-10
28641,0,NICK,2014-11-10
28642,-1,CWCO,2014-11-10
28643,1,EBIX,2014-11-10
28644,0,UBSI,2014-11-10
28645,-1,AEE,2014-11-10
28646,-1,PBYI,2014-11-10
28647,1,PFMT,2014-11-10
28648,0,HCOM,2014-11-10
28649,-1,CALL,2014-11-10
28650,0,WSFS,2014-11-10
28651,1,CNSL,2014-11-10
28652,-1,HSON,2014-11-10
28653,-1,CARA,2014-11-10
28654,-1,GLUU,2014-11-10
28655,0,T,2014-11-10
28656,-1,MPAA,2014-11-10
28657,0,OVBC,2014-11-10
28658,0,TECH,2014-11-10
28659,0,ALGT,2014-11-10
28660,-1,AFSI,2014-11-10
28661,1,BSTC,2014-11-10
28662,1,MMSI,2014-11-10
28663,0,T,2014-11-10
28664,-1,ARQL,2014-11-10
28665,-1,MARA,2014-11-12
28666,0,BEN,2014-11-12
28667,1,TRVN,2014-11-12
28668,-1,DERM,2014-11-12
28669,1,AGTC,2014-11-12
28670,-1,PAHC,2014-11-12
28671,-1,GFN,2014-11-12
28672,-1,INGN,2014-11-12
28673,-1,INSY,2014-11-12
28674,-1,GEVO,2014-11-12
28675,1,IIN,2014-11-12
28676,-1,BLUE,2014-11-12
28677,-1,MGNX,2014-11-12
28678,0,ROP,2014-11-12
28679,-1,PGLC,2014-11-12
28680,0,ESCA,2014-11-12
28681,0,CFNB,2014-11-12
28682,0,UNB,2014-11-12
28683,0,EBMT,2014-11-12
28684,-1,INTX,2014-11-12
28685,0,NBN,2014-11-12
28686,-1,SUPN,2014-11-12
28687,0,NUE,2014-11-12
28688,-1,AERI,2014-11-12
28689,-1,CMRX,2014-11-12
28690,-1,CNCE,2014-11-12
28691,1,AAP,2014-11-12
28692,-1,AAME,2014-11-12
28693,-1,ATRA,2014-11-12
28694,-1,CYBE,2014-11-12
28695,0,GPIC,2014-11-12
28696,-1,SABR,2014-11-12
28697,1,STKL,2014-11-12
28698,-1,RP,2014-11-12
28699,-1,GNVC,2014-11-12
28700,0,SHBI,2014-11-12
28701,0,MLNX,2014-11-12
28702,0,OSBC,2014-11-12
28703,-1,OPHT,2014-11-12
28704,1,VSAT,2014-11-12
28705,1,PINC,2014-11-12
28706,-1,PETX,2014-11-12
28707,0,TEL,2014-11-12
28708,0,GFED,2014-11-12
28709,0,PIH,2014-11-12
28710,-1,KLIC,2014-11-12
28711,1,AAOI,2014-11-12
28712,-1,NAII,2014-11-12
28713,-1,OTIC,2014-11-12
28714,1,WWD,2014-11-12
28715,0,FNBG,2014-11-12
28716,0,GLAD,2014-11-12
28717,0,LSBK,2014-11-12
28718,-1,FATE,2014-11-12
28719,0,FBMS,2014-11-12
28720,1,SPKE,2014-11-12
28721,-1,GM,2014-11-12
28722,0,INBK,2014-11-12
28723,-1,TBPH,2014-11-12
28724,1,HMTV,2014-11-12
28725,-1,PNNT,2014-11-12
28726,1,UG,2014-11-12
28727,-1,MTBC,2014-11-12
28728,1,LGIH,2014-11-12
28729,-1,GUID,2014-11-12
28730,-1,ZN,2014-11-12
28731,-1,RBPAA,2014-11-12
28732,1,EVHC,2014-11-12
28733,-1,CYCC,2014-11-12
28734,1,SAMG,2014-11-12
28735,-1,CDW,2014-11-12
28736,-1,FPRX,2014-11-12
28737,0,NGHC,2014-11-12
28738,-1,MGI,2014-11-13
28739,1,AVID,2014-11-13
28740,-1,NSEC,2014-11-13
28741,-1,CERU,2014-11-13
28742,1,FRSH,2014-11-13
28743,0,RVSB,2014-11-13
28744,-1,BSQR,2014-11-13
28745,-1,HCAP,2014-11-13
28746,-1,AMPH,2014-11-13
28747,0,STRS,2014-11-13
28748,0,FCCY,2014-11-13
28749,-1,CXDC,2014-11-13
28750,-1,SAGE,2014-11-13
28751,1,MGI,2014-11-13
28752,1,ACFC,2014-11-13
28753,-1,CVTI,2014-11-13
28754,-1,RTRX,2014-11-13
28755,-1,OCRX,2014-11-13
28756,-1,QTNT,2014-11-13
28757,-1,FFWM,2014-11-13
28758,1,SANM,2014-11-13
28759,-1,VCYT,2014-11-13
28760,-1,IMDZ,2014-11-13
28761,0,LOGI,2014-11-13
28762,-1,ORPN,2014-11-13
28763,0,ACSF,2014-11-13
28764,0,MSCC,2014-11-13
28765,0,HMST,2014-11-13
28766,-1,LBIO,2014-11-13
28767,-1,AGRX,2014-11-13
28768,-1,MGPI,2014-11-13
28769,-1,BRKS,2014-11-13
28770,0,FTD,2014-11-13
28771,-1,RVNC,2014-11-13
28772,1,FSBK,2014-11-13
28773,-1,MNOV,2014-11-13
28774,0,VIA,2014-11-13
28775,-1,PFIN,2014-11-13
28776,-1,VTL,2014-11-13
28777,-1,FMI,2014-11-13
28778,0,SBBX,2014-11-13
28779,1,XONE,2014-11-13
28780,-1,HAFC,2014-11-13
28781,-1,SCYX,2014-11-13
28782,-1,MS,2014-11-13
28783,0,PFLT,2014-11-13
28784,-1,CNAT,2014-11-13
28785,-1,EBIO,2014-11-13
28786,-1,FOSL,2014-11-13
28787,-1,PRSS,2014-11-14
28788,0,MPB,2014-11-14
28789,-1,USAT,2014-11-14
28790,0,CFG,2014-11-14
28791,-1,TRUE,2014-11-14
28792,0,PNBK,2014-11-14
28793,-1,AMOT,2014-11-14
28794,1,CIDM,2014-11-14
28795,-1,TDG,2014-11-14
28796,1,PLUG,2014-11-14
28797,1,SYNC,2014-11-14
28798,0,BWFG,2014-11-14
28799,0,MBTF,2014-11-14
28800,-1,CZR,2014-11-14
28801,-1,CTHR,2014-11-14
28802,-1,ATLC,2014-11-14
28803,0,LSCC,2014-11-14
28804,-1,ALIM,2014-11-14
28805,0,WVFC,2014-11-14
28806,0,ALGT,2014-11-14
28807,-1,FUEL,2014-11-14
28808,0,SBUX,2014-11-14
28809,-1,ARGS,2014-11-14
28810,-1,CDNA,2014-11-14
28811,-1,ANTH,2014-11-14
28812,0,TRCB,2014-11-14
28813,0,KFFB,2014-11-14
28814,0,PTC,2014-11-14
28815,1,PYDS,2014-11-14
28816,0,MSBF,2014-11-14
28817,0,TLF,2014-11-14
28818,-1,EGLT,2014-11-14
28819,1,ARTX,2014-11-14
28820,1,OHGI,2014-11-14
28821,-1,SNFCA,2014-11-14
28822,-1,FLXN,2014-11-14
28823,-1,AMRS,2014-11-14
28824,-1,CACQ,2014-11-14
28825,-1,LOXO,2014-11-14
28826,0,CFG,2014-11-14
28827,1,KPTI,2014-11-14
28828,-1,TGTX,2014-11-14
28829,1,HPJ,2014-11-14
28830,1,EVBS,2014-11-14
28831,0,UCBA,2014-11-14
28832,0,LOGI,2014-11-14
28833,1,IDSY,2014-11-14
28834,0,SBBX,2014-11-14
28835,-1,EGLE,2014-11-14
28836,-1,CALA,2014-11-14
28837,-1,KITE,2014-11-14
28838,1,BBSI,2014-11-17
28839,1,LWAY,2014-11-17
28840,1,TSN,2014-11-17
28841,0,CHMG,2014-11-17
28842,0,SMBC,2014-11-17
28843,0,PLXS,2014-11-17
28844,0,GBDC,2014-11-18
28845,0,COL,2014-11-18
28846,0,ROK,2014-11-18
28847,0,DHI,2014-11-18
28848,1,HIIQ,2014-11-19
28849,-1,NVDA,2014-11-19
28850,0,EMR,2014-11-19
28851,0,CCMP,2014-11-19
28852,0,JCI,2014-11-19
28853,1,SPLS,2014-11-19
28854,0,TTEK,2014-11-19
28855,0,DIS,2014-11-19
28856,-1,CBMG,2014-11-19
28857,0,DLTR,2014-11-20
28858,0,CSCO,2014-11-20
28859,1,SAEX,2014-11-20
28860,0,NUTR,2014-11-20
28861,-1,ASYS,2014-11-20
28862,0,HOLX,2014-11-20
28863,1,LQDT,2014-11-21
28864,-1,JACK,2014-11-21
28865,0,AMTD,2014-11-21
28866,0,INTU,2014-11-21
28867,0,V,2014-11-21
28868,-1,JEC,2014-11-24
28869,-1,APD,2014-11-24
28870,0,ABC,2014-11-25
28871,-1,MNK,2014-11-25
28872,-1,SWKS,2014-11-25
28873,-1,PRTO,2014-11-25
28874,1,HD,2014-11-25
28875,0,BECN,2014-11-25
28876,-1,ARWR,2014-11-25
28877,0,JJSF,2014-11-25
28878,0,COHR,2014-11-25
28879,-1,SRNE,2014-11-25
28880,0,VAR,2014-11-25
28881,0,CBRL,2014-11-25
28882,0,NTAP,2014-11-25
28883,0,MTSC,2014-11-26
28884,0,WAFD,2014-11-26
28885,0,PTC,2014-11-26
28886,0,EZPW,2014-11-26
28887,-1,TIF,2014-11-26
28888,-1,BDX,2014-11-26
28889,0,MDT,2014-11-26
28890,-1,CLFD,2014-11-26
28891,-1,CRM,2014-11-26
28892,0,MATW,2014-11-26
28893,1,HP,2014-11-26
28894,0,CFFN,2014-11-26
28895,1,RAVN,2014-11-26
28896,-1,CPRT,2014-11-26
28897,-1,AVAV,2014-11-26
28898,0,AMWD,2014-11-26
28899,-1,FFIV,2014-11-26
28900,-1,TGT,2014-11-26
28901,0,TFSL,2014-11-26
28902,0,SJM,2014-11-26
28903,-1,LOGI,2014-11-26
28904,1,BBY,2014-12-05
28905,0,JOUT,2014-12-05
28906,-1,OSUR,2014-12-05
28907,1,FIVE,2014-12-05
28908,0,ADSK,2014-12-05
28909,-1,DAKT,2014-12-05
28910,-1,BV,2014-12-05
28911,1,SEAC,2014-12-05
28912,1,KSS,2014-12-05
28913,1,AMSWA,2014-12-05
28914,-1,SRDX,2014-12-05
28915,0,TECD,2014-12-05
28916,-1,SMTC,2014-12-05
28917,1,CWST,2014-12-05
28918,-1,SPWH,2014-12-05
28919,1,CRMT,2014-12-08
28920,-1,TAX,2014-12-08
28921,0,GPS,2014-12-08
28922,0,SIG,2014-12-08
28923,0,CZWI,2014-12-08
28924,1,CTRN,2014-12-08
28925,0,HIBB,2014-12-08
28926,1,AMBA,2014-12-09
28927,1,PERY,2014-12-09
28928,-1,GIII,2014-12-09
28929,0,HRB,2014-12-09
28930,0,AEY,2014-12-09
28931,1,ASYS,2014-12-09
28932,-1,HDS,2014-12-09
28933,-1,MTSI,2014-12-09
28934,0,STRM,2014-12-09
28935,-1,OHRP,2014-12-09
28936,-1,MIK,2014-12-09
28937,-1,ZUMZ,2014-12-09
28938,1,VRA,2014-12-10
28939,0,INTL,2014-12-10
28940,-1,LAYN,2014-12-10
28941,-1,UNFI,2014-12-10
28942,-1,ALOG,2014-12-10
28943,-1,CHKE,2014-12-10
28944,-1,TITN,2014-12-10
28945,1,LAKE,2014-12-10
28946,1,BONT,2014-12-10
28947,0,CASY,2014-12-10
28948,0,CASY,2014-12-10
28949,0,CASY,2014-12-10
28950,0,FL,2014-12-10
28951,0,ADI,2014-12-10
28952,1,CONN,2014-12-10
28953,0,CMTL,2014-12-10
28954,-1,ALOT,2014-12-10
28955,0,ROST,2014-12-10
28956,-1,SPLK,2014-12-10
28957,-1,VIRC,2014-12-10
28958,0,URBN,2014-12-10
28959,-1,FRAN,2014-12-10
28960,-1,MIND,2014-12-10
28961,1,FSFR,2014-12-10
28962,1,MLNK,2014-12-10
28963,1,OPTT,2014-12-10
28964,-1,HQY,2014-12-11
28965,1,TWMC,2014-12-11
28966,-1,LULU,2014-12-11
28967,-1,KIRK,2014-12-11
28968,0,CPB,2014-12-11
28969,-1,DGII,2014-12-11
28970,-1,SIGM,2014-12-11
28971,0,FRED,2014-12-11
28972,-1,TSBK,2014-12-11
28973,-1,SCVL,2014-12-11
28974,-1,FIZZ,2014-12-11
28975,-1,PVH,2014-12-11
28976,-1,ENTA,2014-12-11
28977,0,CENT,2014-12-11
28978,-1,ANTH,2014-12-12
28979,0,RGCO,2014-12-12
28980,-1,EMKR,2014-12-12
28981,-1,HOFT,2014-12-12
28982,-1,ALCO,2014-12-12
28983,-1,DEST,2014-12-12
28984,-1,LGND,2014-12-12
28985,0,KEQU,2014-12-12
28986,0,CASH,2014-12-12
28987,-1,KTEC,2014-12-12
28988,-1,ISSC,2014-12-15
28989,0,RICK,2014-12-15
28990,-1,XENE,2014-12-15
28991,1,FEIM,2014-12-15
28992,1,FSAM,2014-12-15
28993,0,NDSN,2014-12-15
28994,1,DWSN,2014-12-15
28995,0,SNPS,2014-12-15
28996,0,ESSA,2014-12-15
28997,0,PBIP,2014-12-15
28998,-1,CORI,2014-12-15
28999,0,KR,2014-12-16
29000,-1,IMKTA,2014-12-16
29001,1,EEI,2014-12-16
29002,1,PLAY,2014-12-17
29003,-1,AMAT,2014-12-17
29004,0,PFIN,2014-12-17
29005,0,HRL,2014-12-17
29006,0,GIS,2014-12-17
29007,0,PFIN,2014-12-17
29008,0,COST,2014-12-18
29009,0,ACN,2014-12-18
29010,0,MLVF,2014-12-18
29011,1,FDX,2014-12-18
29012,0,AZO,2014-12-18
29013,0,SAFM,2014-12-18
29014,-1,HPQ,2014-12-18
29015,0,PAYX,2014-12-19
29016,0,DE,2014-12-19
29017,-1,ORCL,2014-12-19
29018,-1,BRCD,2014-12-19
29019,-1,EGRX,2014-12-22
29020,-1,A,2014-12-22
29021,1,UPLD,2014-12-22
29022,1,DRAM,2014-12-22
29023,0,MGYR,2014-12-22
29024,1,SCHL,2014-12-22
29025,-1,OHRP,2014-12-22
29026,1,AVNW,2014-12-22
29027,1,AVNW,2014-12-22
29028,-1,CSPI,2014-12-23
29029,-1,CAMP,2014-12-23
29030,-1,ARKR,2014-12-24
29031,1,MU,2015-01-09
29032,0,HELE,2015-01-09
29033,-1,LNDC,2015-01-09
29034,-1,FCEL,2015-01-09
29035,0,AYI,2015-01-09
29036,1,HURC,2015-01-09
29037,0,TTWO,2015-01-09
29038,0,CTAS,2015-01-09
29039,-1,NAUH,2015-01-09
29040,-1,ALNY,2015-01-09
29041,1,ANGO,2015-01-09
29042,-1,QLYS,2015-01-12
29043,-1,QLYS,2015-01-12
29044,0,ANGO,2015-01-12
29045,-1,QLYS,2015-01-12
29046,1,LMNR,2015-01-12
29047,-1,PFIN,2015-01-13
29048,-1,FSAM,2015-01-13
29049,-1,CBAK,2015-01-13
29050,1,SHLO,2015-01-13
29051,-1,EDUC,2015-01-14
29052,0,RMCF,2015-01-14
29053,-1,IIIN,2015-01-15
29054,-1,BRID,2015-01-16
29055,1,NTCT,2015-01-27
29056,-1,LOGI,2015-01-27
29057,0,PG,2015-01-27
29058,-1,ISCA,2015-01-27
29059,0,SBUX,2015-01-27
29060,-1,OSIS,2015-01-27
29061,-1,CBAK,2015-01-27
29062,0,OTEX,2015-01-27
29063,-1,DHI,2015-01-27
29064,-1,CRUS,2015-01-28
29065,0,TEL,2015-01-28
29066,-1,EGRX,2015-01-28
29067,1,JBSS,2015-01-28
29068,0,AAPL,2015-01-28
29069,0,QCOM,2015-01-28
29070,-1,MSCC,2015-01-28
29071,-1,AZPN,2015-01-28
29072,0,V,2015-01-29
29073,0,CCL,2015-01-29
29074,1,NUTR,2015-01-29
29075,-1,NFLX,2015-01-29
29076,-1,FB,2015-01-29
29077,1,TUES,2015-01-29
29078,0,PRGS,2015-01-29
29079,0,CMCO,2015-01-29
29080,1,RGLD,2015-01-29
29081,1,FLEX,2015-01-29
29082,1,MLNX,2015-01-29
29083,1,BOFI,2015-01-29
29084,0,HOLX,2015-01-29
29085,-1,KLIC,2015-01-29
29086,1,SLB,2015-01-29
29087,0,MKC,2015-01-29
29088,-1,RFIL,2015-01-29
29089,0,VIA,2015-01-29
29090,1,CVGW,2015-01-30
29091,0,JCI,2015-01-30
29092,-1,ABMD,2015-01-30
29093,0,BEN,2015-01-30
29094,-1,EXTR,2015-01-30
29095,-1,XLNX,2015-01-30
29096,0,MATW,2015-01-30
29097,0,APD,2015-01-30
29098,0,TSN,2015-01-30
29099,-1,SANM,2015-01-30
29100,-1,KSU,2015-01-30
29101,-1,AMZN,2015-01-30
29102,0,TDG,2015-01-30
29103,1,STX,2015-01-30
29104,0,PBIP,2015-01-30
29105,0,KRNY,2015-01-30
29106,1,CVLT,2015-01-30
29107,1,GLAD,2015-02-02
29108,-1,MTSI,2015-02-02
29109,0,JEC,2015-02-02
29110,-1,MLAB,2015-02-02
29111,1,SWKS,2015-02-02
29112,0,BBOX,2015-02-02
29113,-1,DGII,2015-02-02
29114,0,NOC,2015-02-02
29115,0,MTSC,2015-02-02
29116,1,TTEK,2015-02-02
29117,-1,SENEA,2015-02-02
29118,0,HWKN,2015-02-03
29119,1,SCSC,2015-02-03
29120,-1,LRCX,2015-02-03
29121,0,CASH,2015-02-03
29122,0,DIS,2015-02-03
29123,-1,ESIO,2015-02-03
29124,1,MNK,2015-02-03
29125,0,CAH,2015-02-03
29126,1,CVCO,2015-02-03
29127,-1,MLAB,2015-02-03
29128,-1,MCHP,2015-02-03
29129,1,SYY,2015-02-03
29130,-1,POWL,2015-02-04
29131,0,CFFN,2015-02-04
29132,-1,SRDX,2015-02-04
29133,0,RL,2015-02-04
29134,-1,PHM,2015-02-04
29135,1,MXIM,2015-02-04
29136,0,CMG,2015-02-04
29137,1,PNNT,2015-02-04
29138,-1,COH,2015-02-04
29139,-1,MYGN,2015-02-04
29140,-1,EA,2015-02-04
29141,0,GM,2015-02-04
29142,-1,MSON,2015-02-04
29143,0,UHAL,2015-02-04
29144,-1,BIIB,2015-02-04
29145,-1,GAIN,2015-02-04
29146,1,SWKS,2015-02-04
29147,-1,ARRY,2015-02-04
29148,-1,CLCT,2015-02-04
29149,-1,COHR,2015-02-04
29150,-1,TWIN,2015-02-04
29151,0,EMR,2015-02-04
29152,0,IDTI,2015-02-04
29153,-1,PSEC,2015-02-04
29154,-1,CLFD,2015-02-04
29155,-1,IMMU,2015-02-04
29156,1,AVNW,2015-02-04
29157,0,AMTD,2015-02-05
29158,0,EL,2015-02-05
29159,-1,CRVL,2015-02-05
29160,-1,ADP,2015-02-05
29161,-1,CENT,2015-02-05
29162,1,VRTU,2015-02-05
29163,-1,MANH,2015-02-05
29164,-1,TNAV,2015-02-05
29165,-1,NWS,2015-02-05
29166,-1,BRKS,2015-02-05
29167,1,IMKTA,2015-02-05
29168,0,ROK,2015-02-05
29169,-1,ICE,2015-02-05
29170,0,CMS,2015-02-05
29171,1,AGYS,2015-02-05
29172,-1,ASYS,2015-02-05
29173,1,AINV,2015-02-05
29174,-1,UBNT,2015-02-05
29175,0,DGAS,2015-02-05
29176,0,SIRI,2015-02-05
29177,1,SYNA,2015-02-05
29178,-1,FFIV,2015-02-05
29179,0,PFLT,2015-02-05
29180,1,MNRO,2015-02-05
29181,0,PRGO,2015-02-05
29182,0,DD,2015-02-05
29183,1,PRXL,2015-02-05
29184,-1,MRCY,2015-02-05
29185,1,KORS,2015-02-05
29186,0,CLX,2015-02-05
29187,0,TROW,2015-02-05
29188,0,LYTS,2015-02-05
29189,-1,IMGN,2015-02-05
29190,1,ROLL,2015-02-05
29191,0,MCK,2015-02-05
29192,-1,OCLR,2015-02-05
29193,0,CMS,2015-02-05
29194,-1,AMSC,2015-02-05
29195,1,FAST,2015-02-05
29196,1,COTY,2015-02-05
29197,1,KTCC,2015-02-05
29198,0,UTX,2015-02-05
29199,-1,UEPS,2015-02-06
29200,-1,WRLD,2015-02-06
29201,1,NWS,2015-02-06
29202,-1,HP,2015-02-06
29203,-1,CSII,2015-02-06
29204,-1,ENTA,2015-02-06
29205,1,IIVI,2015-02-06
29206,-1,ENPH,2015-02-06
29207,-1,SLAB,2015-02-06
29208,-1,EPAY,2015-02-06
29209,-1,PLUS,2015-02-06
29210,0,ISRG,2015-02-06
29211,-1,QNST,2015-02-06
29212,-1,ANCB,2015-02-06
29213,-1,ENPH,2015-02-06
29214,-1,JOUT,2015-02-06
29215,-1,DWSN,2015-02-06
29216,-1,STRT,2015-02-06
29217,1,TTWO,2015-02-06
29218,1,KTEC,2015-02-06
29219,-1,ALXN,2015-02-06
