,actions,assets,dates
27575,1,CROX,2014-10-29
27576,-1,JBSS,2014-10-29
27577,0,IPHS,2014-10-29
27578,0,FISV,2014-10-29
27579,-1,VICR,2014-10-29
27580,0,SHW,2014-10-29
27581,-1,CMI,2014-10-29
27582,0,BAX,2014-10-29
27583,-1,MMLP,2014-10-29
27584,-1,MGRC,2014-10-29
27585,1,LLY,2014-10-29
27586,0,MON,2014-10-29
27587,0,KO,2014-10-29
27588,-1,AMGN,2014-10-29
27589,0,CACC,2014-10-29
27590,0,MAR,2014-10-29
27591,0,KMI,2014-10-29
27592,0,XRAY,2014-10-29
27593,0,AYI,2014-10-29
27594,-1,BGFV,2014-10-29
27595,0,PNRA,2014-10-29
27596,0,EEI,2014-10-29
27597,0,HWKN,2014-10-29
27598,1,RRC,2014-10-29
27599,0,UFPI,2014-10-29
27600,0,PGR,2014-10-29
27601,-1,INFN,2014-10-29
27602,1,NFX,2014-10-29
27603,0,AJG,2014-10-29
27604,0,WM,2014-10-29
27605,-1,EXTR,2014-10-29
27606,0,UBOH,2014-10-29
27607,-1,GIFI,2014-10-29
27608,-1,MANH,2014-10-29
27609,-1,LOPE,2014-10-29
27610,1,RCKY,2014-10-29
27611,0,CHDN,2014-10-29
27612,0,INTC,2014-10-29
27613,1,SPWR,2014-10-29
27614,-1,CEMP,2014-10-29
27615,0,MCO,2014-10-29
27616,-1,MSTR,2014-10-29
27617,1,AVY,2014-10-29
27618,0,LUV,2014-10-29
27619,-1,MASI,2014-10-29
27620,0,ALL,2014-10-29
27621,0,GRMN,2014-10-29
27622,0,EXC,2014-10-29
27623,-1,VECO,2014-10-29
27624,1,ILMN,2014-10-29
27625,-1,CATM,2014-10-29
27626,-1,BFIN,2014-10-29
27627,0,SFBS,2014-10-29
27628,-1,AMED,2014-10-29
27629,-1,ALKS,2014-10-29
27630,0,GLW,2014-10-29
27631,0,GT,2014-10-29
27632,-1,SCSS,2014-10-29
27633,-1,USAP,2014-10-29
27634,0,PX,2014-10-29
27635,-1,DHIL,2014-10-29
27636,0,ALB,2014-10-29
27637,0,HRS,2014-10-29
27638,0,UDR,2014-10-29
27639,0,ACIW,2014-10-30
27640,1,FB,2014-10-30
27641,0,NI,2014-10-30
27642,-1,HCSG,2014-10-30
27643,0,POOL,2014-10-30
27644,-1,ALGN,2014-10-30
27645,-1,VSEC,2014-10-30
27646,-1,HEES,2014-10-30
27647,0,BWA,2014-10-30
27648,-1,JBHT,2014-10-30
27649,0,RL,2014-10-30
27650,0,AMD,2014-10-30
27651,1,RGLD,2014-10-30
27652,1,CVLT,2014-10-30
27653,0,C,2014-10-30
27654,1,NEM,2014-10-30
27655,0,MOS,2014-10-30
27656,0,ALLE,2014-10-30
27657,-1,CRUS,2014-10-30
27658,-1,IMGN,2014-10-30
27659,0,LLL,2014-10-30
27660,1,DGX,2014-10-30
27661,1,PSMT,2014-10-30
27662,1,XRX,2014-10-30
27663,0,SIGI,2014-10-30
27664,-1,CETV,2014-10-30
27665,1,MORN,2014-10-30
27666,0,FRT,2014-10-30
27667,1,FLR,2014-10-30
27668,0,CI,2014-10-30
27669,0,HSTM,2014-10-30
27670,0,IRDM,2014-10-30
27671,-1,YRCW,2014-10-30
27672,-1,GNMK,2014-10-30
27673,0,WU,2014-10-30
27674,0,PEG,2014-10-30
27675,-1,CAR,2014-10-30
27676,0,FLEX,2014-10-30
27677,-1,ATEC,2014-10-30
27678,-1,NSIT,2014-10-30
27679,0,JNJ,2014-10-30
27680,0,PEGI,2014-10-30
27681,-1,ECHO,2014-10-30
27682,-1,INCY,2014-10-30
27683,-1,MOFG,2014-10-30
27684,0,MMM,2014-10-30
27685,0,ERIE,2014-10-30
27686,0,AMT,2014-10-30
27687,0,CSGP,2014-10-30
27688,0,ACHC,2014-10-30
27689,0,MA,2014-10-30
27690,0,ADP,2014-10-30
27691,1,TUES,2014-10-30
27692,-1,PPC,2014-10-30
27693,-1,NUVA,2014-10-30
27694,-1,PCRX,2014-10-30
27695,0,LECO,2014-10-30
27696,0,LNC,2014-10-30
27697,1,VSTM,2014-10-30
27698,0,HBI,2014-10-30
27699,-1,LPLA,2014-10-30
27700,-1,WMB,2014-10-30
27701,1,FMC,2014-10-30
27702,1,KFRC,2014-10-30
27703,-1,WSBC,2014-10-30
27704,0,PSX,2014-10-30
27705,-1,EXLS,2014-10-30
27706,1,ECL,2014-10-30
27707,1,SPSC,2014-10-30
27708,0,UNM,2014-10-30
27709,-1,TTWO,2014-10-30
27710,1,NCIT,2014-10-30
27711,0,O,2014-10-30
27712,0,MO,2014-10-30
27713,-1,GPRE,2014-10-30
27714,-1,IDCC,2014-10-30
27715,0,WAT,2014-10-31
27716,-1,TYPE,2014-10-31
27717,1,GRPN,2014-10-31
27718,0,F,2014-10-31
27719,0,RHI,2014-10-31
27720,-1,ENTG,2014-10-31
27721,0,EXPE,2014-10-31
27722,0,PM,2014-10-31
27723,-1,HUBG,2014-10-31
27724,1,NANO,2014-10-31
27725,-1,CAVM,2014-10-31
27726,0,MAA,2014-10-31
27727,-1,FORM,2014-10-31
27728,-1,SHEN,2014-10-31
27729,1,DRAD,2014-10-31
27730,0,EFSC,2014-10-31
27731,-1,USLM,2014-10-31
27732,-1,KTWO,2014-10-31
27733,-1,GLYC,2014-10-31
27734,-1,EW,2014-10-31
27735,0,BEAT,2014-10-31
27736,1,TXN,2014-10-31
27737,-1,MANT,2014-10-31
27738,-1,CTRL,2014-10-31
27739,-1,EDGW,2014-10-31
27740,0,NATI,2014-10-31
27741,0,ITW,2014-10-31
27742,-1,ATRI,2014-10-31
27743,0,PEGI,2014-10-31
27744,1,COMM,2014-10-31
27745,-1,DORM,2014-10-31
27746,-1,BBOX,2014-10-31
27747,-1,MERC,2014-10-31
27748,0,WSBF,2014-10-31
27749,1,ETN,2014-10-31
27750,0,GBNK,2014-10-31
27751,-1,ONB,2014-10-31
27752,0,HSY,2014-10-31
27753,0,AUBN,2014-10-31
27754,-1,NCLH,2014-10-31
27755,-1,AGEN,2014-10-31
27756,0,RSG,2014-10-31
27757,0,FBHS,2014-10-31
27758,-1,BBGI,2014-10-31
27759,0,AIV,2014-10-31
27760,1,JBLU,2014-10-31
27761,-1,IMMR,2014-10-31
27762,-1,KONA,2014-10-31
27763,1,ARII,2014-10-31
27764,1,SGMS,2014-10-31
27765,0,SFST,2014-10-31
27766,-1,IMI,2014-10-31
27767,1,AMKR,2014-10-31
27768,-1,LGND,2014-10-31
27769,-1,IRBT,2014-10-31
27770,0,WEC,2014-10-31
27771,0,HST,2014-10-31
27772,0,NTRS,2014-10-31
27773,0,PNW,2014-10-31
27774,-1,LFUS,2014-10-31
27775,0,TMO,2014-10-31
27776,0,TSO,2014-10-31
27777,1,IRM,2014-10-31
27778,0,CAT,2014-10-31
27779,1,LKQ,2014-10-31
27780,1,WIRE,2014-10-31
27781,0,XEL,2014-10-31
27782,0,AMSF,2014-10-31
27783,-1,SNCR,2014-10-31
27784,-1,MPWR,2014-10-31
27785,-1,MRLN,2014-10-31
27786,0,SYF,2014-10-31
27787,1,VRTU,2014-10-31
27788,-1,TRUP,2014-10-31
27789,0,BOKF,2014-10-31
27790,0,TSC,2014-10-31
27791,-1,ATRC,2014-10-31
27792,0,LSTR,2014-10-31
27793,-1,EFII,2014-10-31
27794,1,OXY,2014-10-31
27795,1,CY,2014-10-31
27796,0,PH,2014-10-31
27797,0,CHTR,2014-10-31
27798,0,CBAN,2014-11-03
27799,0,VNO,2014-11-03
27800,-1,XGTI,2014-11-03
27801,0,DNB,2014-11-03
27802,0,MAC,2014-11-03
27803,1,PSEC,2014-11-03
27804,0,SNH,2014-11-03
27805,0,WERN,2014-11-03
27806,0,BNCL,2014-11-03
27807,0,D,2014-11-03
27808,1,AVHI,2014-11-03
27809,1,PRXL,2014-11-03
27810,1,STX,2014-11-03
27811,-1,HLIT,2014-11-03
27812,-1,ITCI,2014-11-03
27813,0,LRCX,2014-11-03
27814,-1,UCTT,2014-11-03
27815,0,GLRE,2014-11-03
27816,-1,POWI,2014-11-03
27817,-1,STRA,2014-11-03
27818,1,MLM,2014-11-03
27819,-1,RTIX,2014-11-03
27820,-1,SKYW,2014-11-03
27821,-1,CSFL,2014-11-03
27822,-1,IRIX,2014-11-03
27823,0,TSCO,2014-11-03
27824,-1,CASS,2014-11-03
27825,0,CLX,2014-11-03
27826,-1,USAK,2014-11-03
27827,-1,MPC,2014-11-03
27828,-1,MELI,2014-11-03
27829,0,AMP,2014-11-03
27830,0,COF,2014-11-03
27831,0,AFL,2014-11-03
27832,-1,RTIX,2014-11-03
27833,0,XL,2014-11-03
27834,1,CME,2014-11-03
27835,0,MCD,2014-11-03
27836,-1,ALDR,2014-11-03
27837,0,CHD,2014-11-03
27838,0,FBIZ,2014-11-03
27839,0,TRST,2014-11-03
27840,-1,BCOV,2014-11-03
27841,0,WABC,2014-11-03
27842,1,COHU,2014-11-03
27843,0,KIM,2014-11-03
27844,0,AIG,2014-11-03
27845,0,JPM,2014-11-03
27846,1,NOV,2014-11-03
27847,1,BLL,2014-11-03
27848,-1,ESIO,2014-11-03
27849,1,CUTR,2014-11-03
27850,-1,BJRI,2014-11-03
27851,1,TRIP,2014-11-04
27852,-1,RIGL,2014-11-04
27853,0,CTXS,2014-11-04
27854,0,HCP,2014-11-04
27855,0,EL,2014-11-04
27856,-1,SCSC,2014-11-04
27857,1,EOG,2014-11-04
27858,0,MSI,2014-11-04
27859,-1,PRTS,2014-11-04
27860,-1,ACHN,2014-11-04
27861,0,HCN,2014-11-04
27862,-1,FSTR,2014-11-04
27863,-1,SPAR,2014-11-04
27864,0,AVB,2014-11-04
27865,0,MMC,2014-11-04
27866,-1,CRVL,2014-11-04
27867,0,MS,2014-11-04
27868,0,SYKE,2014-11-04
27869,0,FE,2014-11-04
27870,1,ODP,2014-11-04
27871,0,PCLN,2014-11-04
27872,-1,SGMS,2014-11-04
27873,0,NTGR,2014-11-04
27874,0,VFC,2014-11-04
27875,1,NWPX,2014-11-04
27876,1,DRRX,2014-11-04
27877,-1,NBIX,2014-11-04
27878,0,CVS,2014-11-04
27879,0,AIZ,2014-11-04
27880,0,IFF,2014-11-04
27881,-1,AQXP,2014-11-04
27882,-1,ATVI,2014-11-04
27883,0,GBCI,2014-11-04
27884,1,DISCA,2014-11-04
27885,-1,REGN,2014-11-04
27886,-1,ASTE,2014-11-04
27887,-1,SUNS,2014-11-04
27888,-1,IPXL,2014-11-04
27889,0,JAZZ,2014-11-04
27890,-1,GPRO,2014-11-04
27891,-1,SFLY,2014-11-04
27892,-1,WDC,2014-11-04
27893,1,ELGX,2014-11-04
27894,-1,SLRC,2014-11-04
27895,0,PXD,2014-11-04
27896,0,ARCC,2014-11-04
27897,-1,UTMD,2014-11-04
27898,1,SNAK,2014-11-04
27899,1,NCMI,2014-11-04
27900,0,DGAS,2014-11-04
27901,0,SYY,2014-11-04
27902,0,UFCS,2014-11-04
27903,-1,CBOE,2014-11-04
27904,0,PSA,2014-11-04
27905,1,COP,2014-11-04
27906,-1,PRTA,2014-11-04
27907,-1,EA,2014-11-04
27908,0,PKI,2014-11-04
27909,0,BKMU,2014-11-04
27910,-1,EMN,2014-11-04
27911,0,K,2014-11-04
27912,-1,QUIK,2014-11-04
27913,0,ICE,2014-11-04
27914,-1,SRNE,2014-11-04
27915,0,LEG,2014-11-04
27916,-1,ADMS,2014-11-04
27917,-1,SNHY,2014-11-04
27918,0,FFIN,2014-11-04
27919,0,IEP,2014-11-04
27920,1,RNET,2014-11-04
27921,1,ATRO,2014-11-04
27922,0,FISI,2014-11-04
27923,0,OKSB,2014-11-04
27924,1,ULBI,2014-11-04
27925,1,MTEX,2014-11-04
27926,0,GE,2014-11-04
27927,0,ETFC,2014-11-04
27928,1,MRO,2014-11-04
27929,0,FRGI,2014-11-04
27930,-1,SYPR,2014-11-04
27931,-1,IBTX,2014-11-04
27932,-1,EXEL,2014-11-04
27933,1,PZZA,2014-11-04
27934,0,KEY,2014-11-04
27935,1,BOFI,2014-11-04
27936,-1,HRZN,2014-11-04
27937,0,L,2014-11-04
27938,-1,PEGA,2014-11-04
27939,1,HCA,2014-11-04
27940,1,HSNI,2014-11-04
27941,1,BLMN,2014-11-04
27942,0,SYNL,2014-11-04
27943,-1,OMED,2014-11-04
27944,-1,TWOU,2014-11-04
27945,1,KEYW,2014-11-04
27946,0,SRE,2014-11-04
27947,0,DISH,2014-11-04
27948,1,LNCE,2014-11-05
27949,0,CHSCP,2014-11-05
27950,1,BSFT,2014-11-05
27951,0,EXAC,2014-11-05
27952,1,ITRI,2014-11-05
27953,1,TWX,2014-11-05
27954,0,HMNF,2014-11-05
27955,0,THFF,2014-11-05
27956,0,DCOM,2014-11-05
27957,-1,CVCO,2014-11-05
27958,-1,GERN,2014-11-05
27959,0,UBSH,2014-11-05
27960,-1,MYL,2014-11-05
27961,-1,ENPH,2014-11-05
27962,1,III,2014-11-05
27963,-1,DVAX,2014-11-05
27964,0,GARS,2014-11-05
27965,0,ADTN,2014-11-05
27966,0,PNC,2014-11-05
27967,0,LORL,2014-11-05
27968,-1,NVIV,2014-11-05
27969,-1,PODD,2014-11-05
27970,0,TTEC,2014-11-05
27971,0,FTR,2014-11-05
27972,-1,OXFD,2014-11-05
27973,-1,FCNCA,2014-11-05
27974,1,ZBRA,2014-11-05
27975,1,BLKB,2014-11-05
27976,0,CAH,2014-11-05
27977,0,BPFH,2014-11-05
27978,0,NRG,2014-11-05
27979,1,DVN,2014-11-05
27980,0,CNP,2014-11-05
27981,-1,NEWS,2014-11-05
27982,-1,STBA,2014-11-05
27983,1,OKE,2014-11-05
27984,0,JKHY,2014-11-05
27985,-1,ODFL,2014-11-05
27986,-1,CENX,2014-11-05
27987,-1,IRWD,2014-11-05
27988,0,SYBT,2014-11-05
27989,0,CHCO,2014-11-05
27990,-1,PDFS,2014-11-05
27991,-1,PBPB,2014-11-05
27992,-1,FEYE,2014-11-05
27993,-1,VMC,2014-11-05
27994,1,FOXF,2014-11-05
27995,1,CBS,2014-11-05
27996,-1,CALD,2014-11-05
27997,1,XEC,2014-11-05
27998,1,CBPO,2014-11-05
27999,-1,PTIE,2014-11-05
28000,1,YORW,2014-11-05
28001,1,TESS,2014-11-05
28002,0,QCOM,2014-11-05
28003,-1,VVUS,2014-11-05
28004,-1,CHEF,2014-11-05
28005,-1,GILD,2014-11-05
28006,1,FORR,2014-11-05
28007,-1,SEE,2014-11-05
28008,0,FULT,2014-11-05
28009,0,ENSG,2014-11-05
28010,-1,BREW,2014-11-05
28011,-1,PACB,2014-11-05
28012,0,BABY,2014-11-05
28013,0,MKSI,2014-11-05
28014,-1,TTOO,2014-11-05
28015,0,ANSS,2014-11-05
28016,0,AGN,2014-11-05
28017,1,DCTH,2014-11-05
28018,0,ADS,2014-11-05
28019,-1,NMRX,2014-11-05
28020,1,IDTI,2014-11-05
28021,-1,CLCT,2014-11-05
28022,0,STFC,2014-11-05
28023,1,AMRB,2014-11-05
28024,1,MUR,2014-11-05
28025,0,HFWA,2014-11-05
28026,0,BSX,2014-11-05
28027,0,BLDR,2014-11-05
28028,1,MYGN,2014-11-05
28029,1,LSCC,2014-11-05
28030,0,AWK,2014-11-05
28031,0,APH,2014-11-05
28032,1,TWIN,2014-11-05
28033,-1,IMMU,2014-11-05
28034,0,NDAQ,2014-11-05
28035,-1,ZAGG,2014-11-05
28036,0,RF,2014-11-05
28037,-1,ALK,2014-11-05
28038,0,SPG,2014-11-05
28039,0,KCAP,2014-11-05
28040,-1,AVEO,2014-11-05
28041,0,XOM,2014-11-05
28042,0,ROP,2014-11-05
28043,0,WFC,2014-11-05
28044,-1,ATSG,2014-11-05
28045,0,GS,2014-11-05
28046,0,GGP,2014-11-05
28047,-1,SSNC,2014-11-05
28048,0,MYRG,2014-11-05
28049,0,UHAL,2014-11-05
28050,0,HAS,2014-11-05
28051,-1,DXYN,2014-11-05
28052,-1,ARRY,2014-11-05
28053,-1,ADM,2014-11-05
28054,0,DNKN,2014-11-05
28055,0,UBFO,2014-11-05
28056,-1,DRNA,2014-11-06
28057,-1,WLDN,2014-11-06
28058,0,DGICA,2014-11-06
28059,0,EQR,2014-11-06
28060,0,NRIM,2014-11-06
28061,1,KORS,2014-11-06
28062,-1,RGLS,2014-11-06
28063,0,CCBG,2014-11-06
28064,-1,RAIL,2014-11-06
28065,0,CF,2014-11-06
28066,-1,FLDM,2014-11-06
28067,-1,GSM,2014-11-06
28068,-1,ZEUS,2014-11-06
28069,1,TILE,2014-11-06
28070,0,APEI,2014-11-06
28071,0,COLB,2014-11-06
28072,0,FFBC,2014-11-06
28073,-1,CCRN,2014-11-06
28074,-1,JIVE,2014-11-06
28075,-1,AXTI,2014-11-06
28076,1,HDNG,2014-11-06
28077,0,VWR,2014-11-06
28078,-1,SREV,2014-11-06
28079,-1,MLAB,2014-11-06
28080,1,AREX,2014-11-06
28081,-1,MITL,2014-11-06
28082,-1,UBNT,2014-11-06
28083,-1,QLYS,2014-11-06
28084,0,SASR,2014-11-06
28085,0,EXR,2014-11-06
28086,-1,ITIC,2014-11-06
28087,0,PRU,2014-11-06
28088,1,CHUY,2014-11-06
28089,-1,HZNP,2014-11-06
28090,1,LHCG,2014-11-06
28091,0,ECPG,2014-11-06
28092,0,NYMT,2014-11-06
28093,1,VLO,2014-11-06
28094,-1,GLDD,2014-11-06
28095,0,FELE,2014-11-06
28096,1,ALNY,2014-11-06
28097,-1,XOMA,2014-11-06
28098,0,CBF,2014-11-06
28099,-1,EXPD,2014-11-06
28100,-1,PLUS,2014-11-06
28101,-1,FTEK,2014-11-06
28102,1,CG,2014-11-06
28103,0,USB,2014-11-06
28104,-1,CCXI,2014-11-06
28105,0,SBSI,2014-11-06
28106,-1,PFPT,2014-11-06
28107,-1,TNAV,2014-11-06
28108,0,WLFC,2014-11-06
28109,0,FRME,2014-11-06
28110,0,HMHC,2014-11-06
28111,0,AME,2014-11-06
28112,-1,GNCA,2014-11-06
28113,-1,AEIS,2014-11-06
28114,1,AAON,2014-11-06
28115,0,SCHW,2014-11-06
28116,1,TERP,2014-11-06
28117,-1,INSM,2014-11-06
28118,1,MVIS,2014-11-06
28119,1,VRTX,2014-11-06
28120,1,AMG,2014-11-06
28121,0,PFE,2014-11-06
28122,-1,CYTK,2014-11-06
28123,1,HBIO,2014-11-06
28124,-1,CDZI,2014-11-06
28125,0,BSRR,2014-11-06
28126,-1,ACTG,2014-11-06
28127,0,CORE,2014-11-06
28128,0,MTGE,2014-11-06
28129,0,BAC,2014-11-06
28130,0,ABT,2014-11-06
28131,-1,EGOV,2014-11-06
28132,1,COH,2014-11-06
28133,0,TICC,2014-11-06
28134,1,TAST,2014-11-06
28135,-1,SMCI,2014-11-06
28136,0,APA,2014-11-06
28137,0,PCAR,2014-11-06
28138,-1,WMGI,2014-11-06
28139,-1,SATS,2014-11-06
28140,0,GNCMA,2014-11-06
28141,-1,FDUS,2014-11-06
28142,0,IP,2014-11-06
28143,0,ETR,2014-11-06
28144,0,ANCB,2014-11-06
28145,0,SHOO,2014-11-06
28146,0,UMBF,2014-11-06
28147,1,TSRO,2014-11-06
28148,0,SIFI,2014-11-06
28149,-1,KTCC,2014-11-06
28150,-1,ZIXI,2014-11-06
28151,-1,ANIK,2014-11-06
28152,0,CTL,2014-11-06
28153,-1,DEPO,2014-11-06
28154,1,WEYS,2014-11-06
28155,0,TAP,2014-11-06
28156,-1,FOLD,2014-11-06
28157,0,MSEX,2014-11-06
28158,1,COVS,2014-11-06
28159,0,HWCC,2014-11-06
28160,0,MGEE,2014-11-06
28161,0,TCPC,2014-11-06
28162,-1,GHDX,2014-11-06
28163,-1,WEN,2014-11-06
28164,0,STRT,2014-11-06
28165,1,MATR,2014-11-06
28166,-1,ARNA,2014-11-06
28167,0,HSIC,2014-11-06
28168,-1,PDCE,2014-11-06
28169,0,UPS,2014-11-06
28170,-1,CECO,2014-11-06
28171,-1,TCRD,2014-11-06
28172,-1,MTRX,2014-11-06
28173,0,BANR,2014-11-06
28174,0,AGYS,2014-11-06
28175,0,HOG,2014-11-06
28176,-1,EPZM,2014-11-06
28177,1,NWS,2014-11-06
28178,0,SPNC,2014-11-06
28179,1,NVAX,2014-11-06
28180,-1,SPTN,2014-11-06
28181,1,JCS,2014-11-06
28182,-1,MDCA,2014-11-06
28183,1,ROLL,2014-11-06
28184,-1,MNRO,2014-11-06
28185,1,UEPS,2014-11-06
28186,-1,NTRI,2014-11-06
28187,0,WASH,2014-11-06
28188,-1,CXO,2014-11-06
28189,-1,CARB,2014-11-06
28190,-1,AMSC,2014-11-06
28191,0,HOMB,2014-11-06
28192,0,PWR,2014-11-06
28193,0,NERV,2014-11-06
28194,0,LMAT,2014-11-06
28195,0,TSS,2014-11-06
28196,-1,PSEC,2014-11-06
28197,0,CBSH,2014-11-06
28198,-1,KOPN,2014-11-06
28199,-1,FTNT,2014-11-06
28200,-1,ICPT,2014-11-06
28201,-1,DXCM,2014-11-06
28202,0,PPBI,2014-11-06
28203,1,PRGX,2014-11-06
28204,0,CB,2014-11-06
28205,0,LION,2014-11-06
28206,-1,ZGNX,2014-11-06
28207,1,BVSN,2014-11-06
28208,0,RNWK,2014-11-06
28209,-1,CTSH,2014-11-06
28210,1,WSTC,2014-11-06
28211,0,SNBC,2014-11-06
28212,1,PRGO,2014-11-06
28213,1,FANG,2014-11-06
28214,-1,COTY,2014-11-06
28215,0,MTB,2014-11-06
28216,0,AES,2014-11-06
28217,0,ESS,2014-11-06
28218,0,DVA,2014-11-06
28219,0,WAYN,2014-11-06
28220,0,AINV,2014-11-06
28221,1,MRCY,2014-11-06
28222,1,SNMX,2014-11-06
28223,0,BUSE,2014-11-06
28224,1,SNI,2014-11-06
28225,1,CDXS,2014-11-06
28226,-1,ACLS,2014-11-06
28227,-1,SFM,2014-11-06
28228,0,IPCC,2014-11-06
28229,-1,TNDM,2014-11-06
28230,0,ZION,2014-11-06
28231,0,GPC,2014-11-06
28232,-1,CECE,2014-11-06
28233,-1,BWLD,2014-11-06
28234,-1,CZFC,2014-11-06
28235,-1,QNST,2014-11-06
28236,0,SO,2014-11-06
28237,-1,MSON,2014-11-06
28238,0,MET,2014-11-06
28239,-1,SYNA,2014-11-06
28240,1,PTCT,2014-11-06
28241,0,MDLZ,2014-11-06
28242,1,LAMR,2014-11-06
28243,-1,RCMT,2014-11-06
28244,-1,COWN,2014-11-06
28245,-1,SRPT,2014-11-06
28246,0,IBCP,2014-11-06
28247,0,TRMK,2014-11-06
28248,-1,OCLR,2014-11-06
28249,0,MIDD,2014-11-06
28250,1,CCNE,2014-11-06
28251,-1,ED,2014-11-06
28252,1,AMCX,2014-11-06
28253,-1,CRZO,2014-11-06
28254,-1,NDLS,2014-11-06
28255,0,MGEE,2014-11-06
28256,0,HTBK,2014-11-06
28257,-1,CHK,2014-11-06
28258,0,INDB,2014-11-06
28259,0,FNLC,2014-11-07
28260,0,PCBK,2014-11-07
28261,0,DUK,2014-11-07
28262,0,EBTC,2014-11-07
28263,0,PNFP,2014-11-07
28264,1,PRSC,2014-11-07
28265,1,ENOC,2014-11-07
28266,0,FFKT,2014-11-07
28267,1,MBUU,2014-11-07
28268,-1,LNT,2014-11-07
28269,-1,DIOD,2014-11-07
28270,1,OFLX,2014-11-07
28271,0,ABCB,2014-11-07
28272,0,SLGN,2014-11-07
28273,-1,PENN,2014-11-07
28274,1,MDRX,2014-11-07
28275,-1,MNTA,2014-11-07
28276,-1,XLRN,2014-11-07
28277,0,BGCP,2014-11-07
28278,0,UMPQ,2014-11-07
28279,-1,TTGT,2014-11-07
28280,1,IART,2014-11-07
28281,0,CATY,2014-11-07
28282,0,OZRK,2014-11-07
28283,-1,STMP,2014-11-07
28284,1,UHS,2014-11-07
28285,-1,CMRX,2014-11-07
28286,-1,DXPE,2014-11-07
28287,-1,ACOR,2014-11-07
28288,-1,NXTM,2014-11-07
28289,0,AROW,2014-11-07
28290,-1,TRMB,2014-11-07
28291,-1,SAEX,2014-11-07
28292,0,COKE,2014-11-07
28293,0,CNBKA,2014-11-07
28294,0,FDEF,2014-11-07
28295,0,UVSP,2014-11-07
28296,1,KTOS,2014-11-07
28297,-1,VSAR,2014-11-07
28298,0,ICON,2014-11-07
28299,-1,NWL,2014-11-07
28300,0,CTWS,2014-11-07
28301,1,SAFT,2014-11-07
28302,1,TESO,2014-11-07
28303,0,CSWC,2014-11-07
28304,-1,PFIS,2014-11-07
28305,1,CLVS,2014-11-07
28306,1,STAA,2014-11-07
28307,1,RGEN,2014-11-07
28308,-1,AOSL,2014-11-07
28309,1,SGEN,2014-11-07
28310,0,HBNC,2014-11-07
28311,0,BRKR,2014-11-07
28312,0,PPL,2014-11-07
28313,0,HBHC,2014-11-07
28314,-1,PXLW,2014-11-07
28315,0,SBAC,2014-11-07
28316,1,PMBC,2014-11-07
28317,1,PLPC,2014-11-07
28318,0,BRKL,2014-11-07
28319,0,BHBK,2014-11-07
28320,0,EMCI,2014-11-07
28321,0,RSYS,2014-11-07
28322,0,ACGL,2014-11-07
28323,1,RUTH,2014-11-07
28324,1,BCRX,2014-11-07
28325,1,BIOS,2014-11-07
28326,-1,CVGI,2014-11-07
28327,0,WM,2014-11-07
28328,-1,DAVE,2014-11-07
28329,0,EQIX,2014-11-07
28330,0,PPL,2014-11-07
28331,-1,PSDV,2014-11-07
28332,-1,CVLY,2014-11-07
28333,1,CVX,2014-11-07
28334,0,BK,2014-11-07
28335,0,FLIR,2014-11-07
28336,0,PTSI,2014-11-07
28337,0,ASBB,2014-11-07
28338,-1,ARDX,2014-11-07
28339,0,ARRS,2014-11-07
28340,0,CAC,2014-11-07
28341,0,NWS,2014-11-07
28342,-1,WETF,2014-11-07
28343,1,LVLT,2014-11-07
28344,-1,BBRG,2014-11-07
28345,1,ANDE,2014-11-07
28346,0,BANF,2014-11-07
28347,1,EIGI,2014-11-07
28348,0,XBKS,2014-11-07
28349,-1,CERS,2014-11-07
28350,-1,TSLA,2014-11-07
28351,0,UNTY,2014-11-07
28352,-1,ONVO,2014-11-07
28353,0,HAIN,2014-11-07
28354,0,FFIC,2014-11-07
28355,0,CAKE,2014-11-07
28356,-1,PRIM,2014-11-07
28357,0,ABBV,2014-11-07
28358,-1,OSUR,2014-11-07
28359,1,ADUS,2014-11-07
28360,-1,ZNGA,2014-11-07
28361,-1,PCTI,2014-11-07
28362,1,FSLR,2014-11-07
28363,0,NWFL,2014-11-07
28364,0,NEE,2014-11-07
28365,-1,HALL,2014-11-07
28366,0,ASRV,2014-11-07
28367,-1,SCMP,2014-11-07
28368,-1,PRMW,2014-11-07
28369,0,SYMC,2014-11-07
28370,1,LMOS,2014-11-07
28371,0,NWBI,2014-11-07
28372,1,WYNN,2014-11-07
28373,0,HTLF,2014-11-07
28374,-1,COLM,2014-11-07
28375,-1,OFS,2014-11-07
28376,-1,VRTS,2014-11-07
28377,-1,TREE,2014-11-07
28378,0,LANC,2014-11-07
28379,0,PHII,2014-11-07
28380,1,IIVI,2014-11-07
28381,0,OCFC,2014-11-07
28382,1,NATH,2014-11-07
28383,0,WTFC,2014-11-07
28384,0,FMBI,2014-11-07
28385,0,QCRH,2014-11-07
28386,-1,SMTX,2014-11-07
28387,-1,GPOR,2014-11-07
28388,0,EWBC,2014-11-07
28389,-1,MCRI,2014-11-07
28390,-1,NWLI,2014-11-07
28391,-1,MRTN,2014-11-07
28392,-1,NRCIA,2014-11-07
28393,0,DUK,2014-11-07
28394,-1,PFBI,2014-11-07
28395,0,SYNT,2014-11-07
28396,-1,CSGS,2014-11-07
28397,1,CSOD,2014-11-07
28398,0,PSTB,2014-11-07
28399,0,BCBP,2014-11-07
28400,-1,BNFT,2014-11-07
28401,0,EXPO,2014-11-07
